variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters,learning_rate_retry,note,infeasible_reason,device_name,batch_size,history,horizon
multi_gru_default,multi_gru,2051,completed,18,0.4277763068675995,16.48555562600086,0.07060833099239971,test,36606,36606,C,default,default,18,,predictions/multi_gru_default_seed2051.npz,0.28663337230682373,0.5353815203262284,0.31800615787506104,39.795249938964844,23.63759994506836,34.25996398925781,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}",,,,,,,
center_mlp_matched,center_mlp,2047,completed,22,0.5620055794715881,1.296326265000971,0.0032953230111161247,test,21006,21006,B,matched,matched,1,,predictions/center_mlp_matched_seed2047.npz,0.39346635341644287,0.6272689641744145,0.4234033524990082,46.62529754638672,31.47184181213379,49.0281867980957,[9],"{""layers"": [120], ""ps"": [0.1]}",,,,,,,
center_mlp_matched,center_mlp,2048,completed,17,0.5669692754745483,0.9700482729967916,0.002697101008379832,test,21006,21006,B,matched,matched,1,,predictions/center_mlp_matched_seed2048.npz,0.39845010638237,0.6312290443114686,0.4292038679122925,46.919654846191406,31.902990341186523,48.40520477294922,[9],"{""layers"": [120], ""ps"": [0.1]}",,,,,,,
center_mlp_matched,center_mlp,2049,completed,16,0.5617079138755798,0.952075697001419,0.003010027008713223,test,21006,21006,B,matched,matched,1,,predictions/center_mlp_matched_seed2049.npz,0.38468456268310547,0.6202294435796365,0.41816267371177673,46.10205078125,31.08229637145996,47.90829086303711,[9],"{""layers"": [120], ""ps"": [0.1]}",,,,,,,
center_mlp_matched,center_mlp,2050,completed,22,0.5724132657051086,1.1735683220031206,0.003073635001783259,test,21006,21006,B,matched,matched,1,,predictions/center_mlp_matched_seed2050.npz,0.3802313208580017,0.6166289977433771,0.41289305686950684,45.83442306518555,30.690601348876953,48.63747787475586,[9],"{""layers"": [120], ""ps"": [0.1]}",,,,,,,
center_mlp_matched,center_mlp,2051,completed,27,0.5659748315811157,1.2630268320062896,0.00300416600657627,test,21006,21006,B,matched,matched,1,,predictions/center_mlp_matched_seed2051.npz,0.3885314464569092,0.6233229070529248,0.4210367202758789,46.33198928833008,31.295927047729492,48.90849304199219,[9],"{""layers"": [120], ""ps"": [0.1]}",,,,,,,
center_gru_matched,center_gru,2047,completed,28,0.4735037684440613,19.502913342992542,0.0650595649931347,test,21408,21408,B,matched,matched,1,,predictions/center_gru_matched_seed2047.npz,0.2920209765434265,0.5403896525132827,0.31388968229293823,40.167503356933594,23.331621170043945,33.21086883544922,[9],"{""hidden_size"": 82}",,,,,,,
center_gru_matched,center_gru,2048,completed,29,0.47196659445762634,19.41223321799771,0.06432737699651625,test,21408,21408,B,matched,matched,1,,predictions/center_gru_matched_seed2048.npz,0.29433146119117737,0.5425232356233025,0.32424086332321167,40.32609558105469,24.101028442382812,36.12224578857422,[9],"{""hidden_size"": 82}",,,,,,,
center_gru_matched,center_gru,2049,completed,29,0.47058168053627014,19.26042733299255,0.06434853900282178,test,21408,21408,B,matched,matched,1,,predictions/center_gru_matched_seed2049.npz,0.2916865050792694,0.5400800913561519,0.3137023150920868,40.14449691772461,23.31769371032715,33.36572265625,[9],"{""hidden_size"": 82}",,,,,,,
center_gru_matched,center_gru,2050,completed,29,0.4696323871612549,19.444087508993107,0.06489686299755704,test,21408,21408,B,matched,matched,1,,predictions/center_gru_matched_seed2050.npz,0.2904614806175232,0.5389447843866041,0.31911030411720276,40.06010818481445,23.719675064086914,35.19844436645508,[9],"{""hidden_size"": 82}",,,,,,,
center_gru_matched,center_gru,2051,completed,30,0.4723028838634491,19.429887688995223,0.06836928399570752,test,21408,21408,B,matched,matched,1,,predictions/center_gru_matched_seed2051.npz,0.29115843772888184,0.5395909911487421,0.314527690410614,40.1081428527832,23.379043579101562,33.26200866699219,[9],"{""hidden_size"": 82}",,,,,,,
center_lstm_matched,center_lstm,2047,completed,20,0.48813581466674805,13.020810590009205,0.5575620559975505,test,21448,21448,B,matched,matched,1,,predictions/center_lstm_matched_seed2047.npz,0.31771641969680786,0.5636633921914814,0.33977293968200684,41.897457122802734,25.255538940429688,35.66545867919922,[9],"{""hidden_size"": 71}",,,,,,,
center_lstm_matched,center_lstm,2048,nonfinite,0,,,,test,21448,21448,B,matched,matched,1,,,,,,,,,[9],"{""hidden_size"": 71}",,,non-finite training loss at protocol lr and at lr/10: center_lstm_matched seed=2048 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
center_lstm_matched,center_lstm,2049,nonfinite,0,,,,test,21448,21448,B,matched,matched,1,,,,,,,,,[9],"{""hidden_size"": 71}",,,non-finite training loss at protocol lr and at lr/10: center_lstm_matched seed=2049 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
center_lstm_matched,center_lstm,2050,completed,30,0.8621006011962891,11.569967146991985,0.035228214008384384,test,21448,21448,B,matched,matched,1,,predictions/center_lstm_matched_seed2050.npz,0.451524019241333,0.6719553699773021,0.46402668952941895,49.946868896484375,34.491397857666016,48.95991516113281,[9],"{""hidden_size"": 71}",True,nonfinite loss at protocol lr; retried once with lr/10,,,,,
center_lstm_matched,center_lstm,2051,nonfinite,0,,,,test,21448,21448,B,matched,matched,1,,,,,,,,,[9],"{""hidden_size"": 71}",,,non-finite training loss at protocol lr and at lr/10: center_lstm_matched seed=2051 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
center_tcn_matched,center_tcn,2047,completed,30,2.0847036838531494,81.96346493600868,0.42539814999327064,test,20862,20862,B,matched,matched,1,,predictions/center_tcn_matched_seed2047.npz,0.9894613027572632,0.9947166947212976,0.7622030377388,73.93792724609375,56.65503692626953,71.6069107055664,[9],"{""ks"": 5, ""layers"": [24, 24, 24, 24]}",True,nonfinite loss at protocol lr; retried once with lr/10,,,,,
center_tcn_matched,center_tcn,2048,completed,30,1.7016292810440063,78.29766620100418,0.17530482899746858,test,20862,20862,B,matched,matched,1,,predictions/center_tcn_matched_seed2048.npz,0.8690371513366699,0.932221621363005,0.711528480052948,69.2926254272461,52.888362884521484,67.60128021240234,[9],"{""ks"": 5, ""layers"": [24, 24, 24, 24]}",True,nonfinite loss at protocol lr; retried once with lr/10,,,,,
center_tcn_matched,center_tcn,2049,completed,29,0.9434559941291809,92.75051983199955,0.2139822580065811,test,20862,20862,B,matched,matched,1,,predictions/center_tcn_matched_seed2049.npz,0.5769315958023071,0.7595601331048827,0.5437216758728027,56.458587646484375,40.41518020629883,54.688720703125,[9],"{""ks"": 5, ""layers"": [24, 24, 24, 24]}",,,,,,,
center_tcn_matched,center_tcn,2050,nonfinite,0,,,,test,20862,20862,B,matched,matched,1,,,,,,,,,[9],"{""ks"": 5, ""layers"": [24, 24, 24, 24]}",,,non-finite training loss at protocol lr and at lr/10: center_tcn_matched seed=2050 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
center_tcn_matched,center_tcn,2051,nonfinite,0,,,,test,20862,20862,B,matched,matched,1,,,,,,,,,[9],"{""ks"": 5, ""layers"": [24, 24, 24, 24]}",,,non-finite training loss at protocol lr and at lr/10: center_tcn_matched seed=2051 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
center_resnet_matched,center_resnet,2047,completed,9,0.6978698968887329,24.575658524991013,0.20970501299598254,test,478982,478982,B,matched,matched_nearest,1,,predictions/center_resnet_matched_seed2047.npz,0.3828251361846924,0.6187286450332589,0.44437354803085327,45.99049377441406,33.03057098388672,49.99549102783203,[9],"{""library_fixed"": true}",,,,,,,
center_resnet_matched,center_resnet,2048,nonfinite,0,,,,test,478982,478982,B,matched,matched_nearest,1,,,,,,,,,[9],"{""library_fixed"": true}",,,non-finite training loss at protocol lr and at lr/10: center_resnet_matched seed=2048 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
center_resnet_matched,center_resnet,2049,nonfinite,0,,,,test,478982,478982,B,matched,matched_nearest,1,,,,,,,,,[9],"{""library_fixed"": true}",,,non-finite training loss at protocol lr and at lr/10: center_resnet_matched seed=2049 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
center_resnet_matched,center_resnet,2050,nonfinite,0,,,,test,478982,478982,B,matched,matched_nearest,1,,,,,,,,,[9],"{""library_fixed"": true}",,,non-finite training loss at protocol lr and at lr/10: center_resnet_matched seed=2050 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
center_resnet_matched,center_resnet,2051,nonfinite,0,,,,test,478982,478982,B,matched,matched_nearest,1,,,,,,,,,[9],"{""library_fixed"": true}",,,non-finite training loss at protocol lr and at lr/10: center_resnet_matched seed=2051 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
center_tst_matched,center_tst,2047,completed,7,2.124077320098877,11.585268709008233,0.0348411510058213,test,21014,21014,B,matched,matched,1,,predictions/center_tst_matched_seed2047.npz,0.996252715587616,0.9981245992297835,0.7569734454154968,74.19123840332031,56.26631546020508,71.42223358154297,[9],"{""d_ff"": 32, ""d_model"": 16, ""n_heads"": 1, ""n_layers"": 1}",,,,,,,
center_tst_matched,center_tst,2048,completed,19,0.5125047564506531,19.82100292299583,0.0364240090129897,test,21014,21014,B,matched,matched,1,,predictions/center_tst_matched_seed2048.npz,0.3380502164363861,0.5814208599941922,0.3827976882457733,43.21738052368164,28.453598022460938,44.14567184448242,[9],"{""d_ff"": 32, ""d_model"": 16, ""n_heads"": 1, ""n_layers"": 1}",,,,,,,
center_tst_matched,center_tst,2049,completed,16,0.5376367568969727,17.519558913991204,0.034755232991301455,test,21014,21014,B,matched,matched,1,,predictions/center_tst_matched_seed2049.npz,0.3265531063079834,0.5714482533948139,0.3728049099445343,42.476112365722656,27.71082878112793,41.88437271118164,[9],"{""d_ff"": 32, ""d_model"": 16, ""n_heads"": 1, ""n_layers"": 1}",,,,,,,
center_tst_matched,center_tst,2050,completed,22,0.5014490485191345,22.480973348996486,0.03459068600204773,test,21014,21014,B,matched,matched,1,,predictions/center_tst_matched_seed2050.npz,0.31285274028778076,0.5593324058981214,0.35531750321388245,41.575531005859375,26.41097640991211,42.59621047973633,[9],"{""d_ff"": 32, ""d_model"": 16, ""n_heads"": 1, ""n_layers"": 1}",,,,,,,
center_tst_matched,center_tst,2051,completed,25,0.49920913577079773,24.065291223989334,0.0344584480044432,test,21014,21014,B,matched,matched,1,,predictions/center_tst_matched_seed2051.npz,0.312886118888855,0.559362242995409,0.3559108078479767,41.57775115966797,26.455078125,42.438568115234375,[9],"{""d_ff"": 32, ""d_model"": 16, ""n_heads"": 1, ""n_layers"": 1}",,,,,,,
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,2047,completed,1,1.2629948854446411,9.904219207994174,0.09631079300015699,test,26316,26313,C,matched,matched_nearest,18,,predictions/plain_mix_patchtst_all_matched_seed2047.npz,1.0309382677078247,1.0153513026080307,0.7662636041641235,75.4717025756836,56.95685958862305,72.87004852294922,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,2048,completed,5,1.8195123672485352,10.18240564900043,0.03849383199121803,test,26316,26313,C,matched,matched_nearest,18,,predictions/plain_mix_patchtst_all_matched_seed2048.npz,0.8787485957145691,0.9374159139435222,0.69966721534729,69.67871856689453,52.0067138671875,67.2319107055664,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",True,nonfinite loss at protocol lr; retried once with lr/10,,,,,
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,2049,completed,2,0.7296487092971802,11.230645875009941,0.0896410479908809,test,26316,26313,C,matched,matched_nearest,18,,predictions/plain_mix_patchtst_all_matched_seed2049.npz,0.48986881971359253,0.6999062935233491,0.48918598890304565,52.02448272705078,36.36150360107422,67.1871109008789,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,2050,completed,6,0.9671366214752197,16.75629319199652,0.08935814299911726,test,26316,26313,C,matched,matched_nearest,18,,predictions/plain_mix_patchtst_all_matched_seed2050.npz,0.4473154544830322,0.6688164579935456,0.4776232838630676,49.71355056762695,35.502044677734375,52.49213409423828,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,2051,completed,8,0.6599769592285156,19.5957445820095,0.08910893699794542,test,26316,26313,C,matched,matched_nearest,18,,predictions/plain_mix_patchtst_all_matched_seed2051.npz,0.3830393850803375,0.6189017572121908,0.43511757254600525,46.003360748291016,32.342559814453125,51.314788818359375,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_top5_matched,plain_mix_patchtst_top5,2047,completed,16,1.6897799968719482,19.898776233007084,0.039826924999943,test,25932,25929,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_top5_matched_seed2047.npz,0.8401108980178833,0.9165756368232156,0.6773077845573425,68.12965393066406,50.34471893310547,72.48471069335938,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",True,nonfinite loss at protocol lr; retried once with lr/10,,,,,
plain_mix_patchtst_top5_matched,plain_mix_patchtst_top5,2048,completed,6,0.6669171452522278,14.967782317995443,0.08294656599173322,test,25932,25929,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_top5_matched_seed2048.npz,0.41145360469818115,0.6414464940259484,0.4345259666442871,47.67912673950195,32.298587799072266,46.718833923339844,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_top5_matched,plain_mix_patchtst_top5,2049,completed,11,0.6370077729225159,21.285419236999587,0.08304495400807355,test,25932,25929,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_top5_matched_seed2049.npz,1.6699343919754028,1.2922594135758512,0.6682057976722717,96.0544662475586,49.66815948486328,62.288238525390625,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_top5_matched,plain_mix_patchtst_top5,2050,completed,8,0.9519577026367188,17.44533755799057,0.08320550298958551,test,25932,25929,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_top5_matched_seed2050.npz,0.5540300011634827,0.7443319159914363,0.581885039806366,55.32666015625,43.25188446044922,59.6324577331543,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_top5_matched,plain_mix_patchtst_top5,2051,completed,16,0.7264774441719055,27.419110767994425,0.08284367900341749,test,25932,25929,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_top5_matched_seed2051.npz,0.7418961524963379,0.8613339378524092,0.5849817991256714,64.02349853515625,43.48207092285156,57.85502624511719,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
patchtst_ci_top5_matched,patchtst_ci_top5,2047,completed,23,0.4654103219509125,163.0745202840044,0.3167260660120519,test,25685,25682,C,matched,matched_nearest,6,,predictions/patchtst_ci_top5_matched_seed2047.npz,0.3294024169445038,0.5739358996826246,0.35704439878463745,42.66101837158203,26.539331436157227,40.85210418701172,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""stride"": 2}",,,,,,,
patchtst_ci_top5_matched,patchtst_ci_top5,2048,completed,9,0.4625624418258667,84.53623564000009,0.31540501200652216,test,25685,25682,C,matched,matched_nearest,6,,predictions/patchtst_ci_top5_matched_seed2048.npz,0.3294721245765686,0.5739966241856903,0.3489673435688019,42.66553497314453,25.93896484375,40.45026779174805,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""stride"": 2}",,,,,,,
patchtst_ci_top5_matched,patchtst_ci_top5,2049,completed,10,0.4665336310863495,90.84541960799834,0.3812957100017229,test,25685,25682,C,matched,matched_nearest,6,,predictions/patchtst_ci_top5_matched_seed2049.npz,0.3375221788883209,0.5809665901653217,0.3634289801120758,43.183616638183594,27.01390266418457,40.97304153442383,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""stride"": 2}",,,,,,,
patchtst_ci_top5_matched,patchtst_ci_top5,2050,nonfinite,0,,,,test,25685,25685,C,matched,matched_nearest,6,,,,,,,,,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""stride"": 2}",,,non-finite training loss at protocol lr and at lr/10: patchtst_ci_top5_matched seed=2050 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
patchtst_ci_top5_matched,patchtst_ci_top5,2051,nonfinite,0,,,,test,25685,25685,C,matched,matched_nearest,6,,,,,,,,,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""stride"": 2}",,,non-finite training loss at protocol lr and at lr/10: patchtst_ci_top5_matched seed=2051 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
multi_tst_matched,multi_tst,2047,nonfinite,0,,,,test,21286,21286,C,matched,matched,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""d_ff"": 32, ""d_model"": 16, ""n_heads"": 1, ""n_layers"": 1}",,,non-finite training loss at protocol lr and at lr/10: multi_tst_matched seed=2047 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
multi_tst_matched,multi_tst,2048,nonfinite,0,,,,test,21286,21286,C,matched,matched,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""d_ff"": 32, ""d_model"": 16, ""n_heads"": 1, ""n_layers"": 1}",,,non-finite training loss at protocol lr and at lr/10: multi_tst_matched seed=2048 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
multi_tst_matched,multi_tst,2049,nonfinite,0,,,,test,21286,21286,C,matched,matched,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""d_ff"": 32, ""d_model"": 16, ""n_heads"": 1, ""n_layers"": 1}",,,non-finite training loss at protocol lr and at lr/10: multi_tst_matched seed=2049 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
multi_tst_matched,multi_tst,2050,nonfinite,0,,,,test,21286,21286,C,matched,matched,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""d_ff"": 32, ""d_model"": 16, ""n_heads"": 1, ""n_layers"": 1}",,,non-finite training loss at protocol lr and at lr/10: multi_tst_matched seed=2050 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
multi_tst_matched,multi_tst,2051,nonfinite,0,,,,test,21286,21286,C,matched,matched,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""d_ff"": 32, ""d_model"": 16, ""n_heads"": 1, ""n_layers"": 1}",,,non-finite training loss at protocol lr and at lr/10: multi_tst_matched seed=2051 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
multi_gru_matched,multi_gru,2047,nonfinite,0,,,,test,21318,21318,C,matched,matched,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 74}",,,non-finite training loss at protocol lr and at lr/10: multi_gru_matched seed=2047 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
multi_gru_matched,multi_gru,2048,nonfinite,0,,,,test,21318,21318,C,matched,matched,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 74}",,,non-finite training loss at protocol lr and at lr/10: multi_gru_matched seed=2048 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
multi_gru_matched,multi_gru,2049,nonfinite,0,,,,test,21318,21318,C,matched,matched,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 74}",,,non-finite training loss at protocol lr and at lr/10: multi_gru_matched seed=2049 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
multi_gru_matched,multi_gru,2050,nonfinite,0,,,,test,21318,21318,C,matched,matched,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 74}",,,non-finite training loss at protocol lr and at lr/10: multi_gru_matched seed=2050 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
multi_gru_matched,multi_gru,2051,nonfinite,0,,,,test,21318,21318,C,matched,matched,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 74}",,,non-finite training loss at protocol lr and at lr/10: multi_gru_matched seed=2051 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,6.0
